date,ticker,underlying_price,otm_pct
2024-12-20,IBIT US 01/17/25 C60 Equity,54.81,0.0946907498631635
2025-01-17,IBIT US 02/21/25 C65 Equity,59.62,0.09023817510902377
2025-02-21,IBIT US 03/21/25 C59 Equity,53.92,0.09421364985163194
