date,ticker,underlying_price,pct_otm,weight,bucket
2024-05-10,ZEB CN 06/07/24 C36.5,36.43,0.0019214932747735336,1,4
2024-06-14,ZEB CN 07/12/24 C35.5,34.625,0.025270758122743597,1,4
2024-07-12,ZEB CN 08/09/24 C36,36.1231,-0.003407791690081985,1,4
2024-08-09,ZEB CN 09/06/24 C37,36.05,0.026352288488210807,1,4
