date,ticker,underlying_price,pct_otm,weight
2020-03-20,RCI CN 04/17/20 C56,54.63,0.025077796082738413,1
2020-04-17,RCI CN 05/15/20 C62,60.28,0.028533510285335018,1
2020-05-15,RCI CN 06/19/20 C56,55.19,0.014676571842725084,1
2020-06-19,RCI CN 07/17/20 C58,56.65,0.02383053839364524,1
2020-07-17,RCI CN 08/21/20 C58,57.27,0.012746638728828197,1
2020-08-21,RCI CN 09/18/20 C56,55.89,0.0019681517266059156,1
2020-09-18,RCI CN 10/16/20 C52,51.83,0.003279953694771409,1
2020-10-16,RCI CN 11/20/20 C54,53.59,0.007650681097219669,1
2020-11-20,RCI CN 12/18/20 C60,59.85,0.0025062656641603454,1
2020-12-18,RCI CN 01/15/21 C60,59.72,0.0046885465505692725,1
2021-01-15,RCI CN 02/19/21 C62,60.61,0.022933509321894086,1
2021-02-19,RCI CN 03/19/21 C56,55.77,0.00412408104715789,1
2021-03-19,RCI CN 04/16/21 C62,60.58,0.023440079234070765,1
2021-04-16,RCI CN 05/21/21 C62,60.58,0.023440079234070765,1
2021-05-21,RCI CN 06/18/21 C62,61.49,0.008294031549845426,1
2021-06-18,RCI CN 07/16/21 C64,63.81,0.0029775897194797007,1
2021-07-16,RCI CN 08/20/21 C68,67.22,0.011603689378161253,1
2021-08-20,RCI CN 09/17/21 C64,63.7,0.0047095761381474865,1
2021-09-17,RCI CN 10/15/21 C60,59.79,0.00351229302558953,1
2021-10-15,RCI CN 11/19/21 C62,60.68,0.02175346077785112,1
2021-11-19,RCI CN 12/17/21 C60,58.83,0.01988781234064252,1
2021-12-17,RCI CN 01/21/22 C60,58.97,0.0174665083940988,1
2022-01-21,RCI CN 02/18/22 C62,61.14,0.014066077854105297,1
2022-02-18,RCI CN 03/18/22 C68,66.33,0.02517714458012965,1
2022-03-18,RCI CN 04/14/22 C68,67.5,0.007407407407407307,1
2022-04-14,RCI CN 05/20/22 C76,74.7,0.01740294511378848,1
2022-05-20,RCI CN 06/17/22 C65,64.81,0.0029316463508717305,1
2022-06-17,RCI CN 07/15/22 C60,59.01,0.01677681748856119,1
2022-07-15,RCI CN 08/19/22 C60,59.14,0.014541765302671594,1
2022-08-19,RCI CN 09/16/22 C60,58.97,0.0174665083940988,1
2022-09-16,RCI CN 10/21/22 C58,56.47,0.02709403222950235,1
2022-10-21,RCI CN 11/18/22 C54,52.84,0.02195306585919754,1
2022-11-18,RCI CN 12/16/22 C60,59.71,0.004856807904873639,1
2022-12-16,RCI CN 01/20/23 C62,60.91,0.017895255294697154,1
2023-01-20,RCI CN 02/17/23 C66,65.43,0.008711600183402002,1
2023-02-17,RCI CN 03/17/23 C67,66.05,0.014383043149129415,1
2023-03-17,RCI CN 04/21/23 C62,61.48,0.008458035133376729,1
2023-04-21,RCI CN 05/19/23 C66,65.12,0.013513513513513375,1
2023-05-19,RCI CN 06/16/23 C66,65.92,0.0012135922330096527,1
2023-06-16,RCI CN 07/21/23 C60,58.03,0.03394795795278305,1
2023-07-21,RCI CN 08/18/23 C60,59.28,0.012145748987854255,1
2023-08-18,RCI CN 09/15/23 C54,53.55,0.008403361344537785,1
2023-09-15,RCI CN 10/20/23 C57,56.38,0.010996807378502949,1
2023-10-20,RCI CN 11/17/23 C52,50.52,0.029295328582739533,1
2023-11-17,RCI CN 12/15/23 C60,58.67,0.022669166524629247,1
2023-12-15,RCI CN 01/19/24 C61,60.06,0.015651015651015676,1
2024-01-19,RCI CN 02/16/24 C64,63.97,0.0004689698296076461,1
2024-02-16,RCI CN 03/15/24 C62,61.55,0.007311129163281915,1
2024-03-15,RCI CN 04/19/24 C58,57.65,0.006071118820468291,1
2024-04-19,RCI CN 05/17/24 C54,53.01,0.018675721561969505,1
2024-05-17,RCI CN 06/21/24 C55,54.27,0.013451262207481163,1
2024-06-21,RCI CN 07/19/24 C52,51.64,0.006971340046475483,1
2024-07-19,RCI CN 08/16/24 C52,51.47,0.01029726054012059,1
2024-08-16,RCI CN 09/20/24 C55,54.1,0.01663585951940849,1
2024-09-20,RCI CN 10/18/24 C56,54.84,0.021152443471918136,1
2024-10-18,RCI CN 11/15/24 C54,53.97,0.0005558643690939391,1
2024-11-15,RCI CN 12/20/24 C52,50.39,0.031950783885691614,1
2024-12-20,RCI CN 01/17/25 C45,44.19,0.018329938900203624,1
2025-01-17,RCI CN 02/21/25 C41,40.81,0.0046557216368536825,1
2025-02-21,RCI CN 03/21/25 C40,39.74,0.006542526421741357,1
2025-03-21,RCI CN 04/17/25 C40,39.21,0.020147921448609996,1
2025-04-17,RCI CN 05/16/25 C36,35.84,0.004464285714285587,1
2025-05-16,RCI CN 06/20/25 C36,35.71,0.008120974516941937,1
2025-06-20,RCI CN 07/18/25 C38.5,38.15,0.00917431192660545,1
2025-07-18,RCI CN 08/15/25 C45.5,45.21,0.0064145100641450625,1
2025-08-15,RCI CN 09/19/25 C49,48.78,0.004510045100450943,1
