date,ticker,underlying_price,pct_otm,weight,bucket
2024-04-19,ZEB CN 05/17/24 C37.25,35.64,0.045173961840628385,1,1
2024-05-24,ZEB CN 06/21/24 C37.25,36.46,0.021667580910586848,1,1
2024-06-21,ZEB CN 07/19/24 C35.25,34.34,0.02649970879440877,1,1
2024-07-19,ZEB CN 08/16/24 C38,36.4702,0.041946575560320554,1,1
2024-08-23,ZEB CN 09/20/24 C38.25,37.6179,0.016803170830907765,1,1
