date,ticker,underlying_price,pct_otm,weight,bucket
2024-04-26,ZEB CN 05/24/24 C37,35.64,0.038159371492704874,1,2
2024-05-31,ZEB CN 06/28/24 C36.5,36.18,0.008844665561083431,1,2
2024-06-28,ZEB CN 07/26/24 C35,34.77,0.006614897900488748,1,2
2024-07-26,ZEB CN 08/23/24 C38,36.9,0.02981029810298108,1,2
