date,ticker,underlying_price,pct_otm,weight,bucket
2024-05-03,ZEB CN 05/31/24 C37,35.51,0.04196001126443272,1,3
2024-06-07,ZEB CN 07/05/24 C37,35.92,0.030066815144766057,1,3
2024-07-05,ZEB CN 08/02/24 C35,35.05,-0.0014265335235377208,1,3
2024-08-02,ZEB CN 08/30/24 C37,35.88,0.03121516164994409,1,3
