start_date,end_date,period_return,basket_return,option_prem_return,buyback_return,other_return,option_port_return,option_trading_return,cum_option_trading_return,option_prem_annual_yield,avg_option_prem_annual_yield,avg_option_spread,12m_rolling_avg_option_prem_annual_yield,dvd,option_premium,option_buyback,net_premium,portfolio_start_mv,portfolio_end_mv,period_less_premium,3m_rolling_return,6m_rolling_return,avg_correlation,moneyness,avg_moneyness
2018-03-29,2018-04-06,-0.012481541526731756,-0.013041373402849133,0.000535688326472048,0.0,2.414354964532829e-05,0.0005411102730962589,-5.421946624210917e-06,-0.00010135458659255026,0.006428259917664575,0.006423714506981884,0.020040080160320568,0.00637771739705103,0.0,5187.000000000001,0.0,5187.000000000001,9682869.205234878,9562012.071151827,-0.013017229853203804,-0.055446324394555435,-0.036411247054876084,,0.003230096902907098,0.0013594902801146928
2018-04-06,2018-04-13,0.020530877060885043,0.020918080638927205,0.0005237391422155717,-0.000861743317063956,-4.919940319377675e-05,-0.00033047437887403906,-7.529795974345281e-06,-0.0001088836193874343,0.00628486970658686,0.006423714506981884,0.028346456692913483,0.006377194340400343,0.0,5008.0,-8239.999999999964,-3231.9999999999636,9562012.071151827,9758328.565439343,0.02000713791866947,-0.051883587402619336,-0.05426456727832574,,0.0010780840905588729,0.0013594902801146928
2018-04-13,2018-04-20,0.005877488085095226,0.005509246296609699,0.0005319558534219419,-0.0001812810450208893,1.7566980084473757e-05,0.00035959026963158796,-8.915461230535339e-06,-0.00011779810987022632,0.0063834702410633035,0.006423714506981884,0.032967032967032996,0.006381069772593093,0.0,5191.0,-1769.0000000000396,3421.9999999999604,9758328.565439343,9815683.025313158,0.005345532231673284,0.027539581911898647,-0.015198834738745615,,0.0032057326041863288,0.0013594902801146928
2018-04-20,2018-04-27,0.0003364178782190414,-0.00018763872651325215,0.0005272175137129489,0.0,-3.1609089806552753e-06,0.0005310379304789848,-3.820416766035955e-06,-0.0001216180765983843,0.0063266101645553866,0.006423714506981884,0.014388489208633212,0.00637941813649046,0.0,5174.999999999999,0.0,5174.999999999999,9815683.025313158,9818985.196569804,-0.00019079963549390746,0.013716370350895124,-0.042490476363651775,,0.0014628108473049295,0.0013594902801146928
2018-04-27,2018-05-04,-0.0014931720237010904,-0.002026881308674684,0.0005286697042596052,0.0,5.039580713988049e-06,0.0005316231662945751,-2.9534620349698615e-06,-0.00012457117943898144,0.006344036451115262,0.006423714506981884,0.01111111111111112,0.006372367065340674,0.0,5191.0,0.0,5191.0,9818985.196569804,9804323.76257315,-0.0020218417279606955,0.026874377851211273,-0.026403548683542444,,0.0016506602641055412,0.0013594902801146928
2018-05-04,2018-05-11,0.023908847507616477,0.02568829483191699,0.000527114375774516,-0.002267366984030096,-3.919471604493102e-05,-0.0017325009262588959,-7.751681996684059e-06,-0.00013232189579959197,0.006325372509294191,0.006423714506981884,0.02898550724637668,0.006352944807290306,0.0,5168.0,-22230.000000000087,-17062.000000000087,9804323.76257315,10038733.844327813,0.023381733131841963,0.004713429848704598,0.032382817648007656,,0.003683933538831674,0.0013594902801146928
2018-05-11,2018-05-18,-0.005011121429028549,-0.0055738208808468305,0.0005375179861999133,0.0,2.5181465618367635e-05,0.0005431959930963913,-5.678006896477957e-06,-0.00013799915137135965,0.00645021583439896,0.006423714506981884,0.020905923344947754,0.006370995558752173,0.0,5396.0,0.0,5396.0,10038733.844327813,9988428.530040188,-0.005548639415228462,0.022723922363776516,0.03675198244963829,,0.0005497526113247275,0.0013594902801146928
2018-05-18,2018-05-25,0.003498802915441218,0.0030237840009518318,0.000540625583269631,-6.757819790869363e-05,1.9715291284488727e-06,0.0004752999919578942,-2.252606596956796e-06,-0.00014025144711049542,0.006487506999235572,0.006423714506981884,0.008298755186721999,0.006387323170888445,0.0,5400.0,-674.9999999998977,4725.000000000102,9988428.530040188,10023376.072901769,0.0029581773321715873,0.01725670525805234,0.044594846326835524,,0.002469317804887128,0.0013594902801146928
2018-05-25,2018-06-01,0.005500922743002693,0.00533079751880726,0.0005355480988598648,-0.00036514643104083074,-2.764436236009707e-07,0.00017648744166971433,-6.085773850680282e-06,-0.0001463363674225615,0.0064265771863183776,0.006423714506981884,0.02247191011235957,0.0063980922540575235,0.0,5368.0,-3660.0000000001387,1707.9999999998613,10023376.072901769,10078513.890302863,0.004965374644142828,0.02234241908297885,0.027161158356681314,,0.0031232776042624533,0.0013594902801146928
2018-06-01,2018-06-08,0.015414411328586427,0.016785154616091445,0.0005268633905549375,-0.0018708115308688025,-2.6795147191154695e-05,-0.0013350182523383576,-8.929887975507415e-06,-0.00015526494863071783,0.006322360686659249,0.006423714506981884,0.03333333333333337,0.006396142813732866,0.0,5310.0,-18854.99999999999,-13544.999999999989,10078513.890302863,10233868.248988863,0.014887547938031489,0.003962655708571017,0.02677662515302348,,0.0014619883040933868,0.0013594902801146928
2018-06-08,2018-06-15,-0.003261429338492751,-0.0038123679276115545,0.0005307865870304416,0.0,2.015200208836188e-05,0.0005362586137008585,-5.472026670416924e-06,-0.00016073612568723306,0.006369439044365299,0.006423714506981884,0.02040816326530614,0.006393279945541021,0.0,5432.0,0.0,5432.0,10233868.248988863,10200491.210835341,-0.0037922159255231926,0.02457240578040043,0.04225314980248629,,0.002911679068262618,0.0013594902801146928
2018-06-15,2018-06-22,-0.008099376703560571,-0.008628649859302433,0.000526249166736001,0.0,3.0239890058611496e-06,0.0005352193229871828,-8.970156251181834e-06,-0.0001697048401102519,0.006314990000832012,0.006423714506981884,0.033519553072625725,0.00637197572850742,0.0,5368.0,0.0,5368.0,10200491.210835341,10117873.589957427,-0.008625625870296572,0.017670207786815828,0.04040742205745107,,0.0031393208963301777,0.0013594902801146928
2018-06-22,2018-06-29,-0.01207606635447481,-0.012600346784399996,0.0005258021809326029,0.0,-1.5217510074168328e-06,0.0005309910182444379,-5.188837311834987e-06,-0.0001748927968512337,0.006309626171191235,0.006423714506981884,0.019543973941368094,0.006362089582967975,0.0,5320.0,0.0,5320.0,10117873.589957427,9995689.477118913,-0.012601868535407413,0.003905307874054076,0.007883438973165902,,0.0009463492756787151,0.0013594902801146928
2018-06-29,2018-07-06,0.014598252701379684,0.015269160741824356,0.0005357309280423433,-0.0011975161920946553,-9.122776392358686e-06,-0.0006547822453850918,-7.003018667220173e-06,-0.0001818945907409164,0.006428771136508119,0.006423714506981884,0.025806451612903247,0.0063740813687947475,0.0,5355.0,-11970.000000000056,-6615.000000000056,9995689.477118913,10141609.078030417,0.014062521773337342,-0.0232735819999913,0.0007269358795418679,,0.0026540843409024184,0.0013594902801146928
2018-07-06,2018-07-13,0.014073885216908538,0.015148574387186886,0.0005324598846644486,-0.0015929424882877975,-1.4206566655001682e-05,-0.0010538268550650432,-6.655748558305607e-06,-0.0001885491286545138,0.006389518615973383,0.006423714506981884,0.024691358024691384,0.0063745854000372545,0.0,5400.0,-16154.999999999887,-10754.999999999887,10141609.078030417,10284340.920109374,0.01354142533224409,-0.005772480127464674,0.01179572673605378,,0.002105874664149132,0.0013594902801146928
2018-07-13,2018-07-20,0.0008699209219548476,0.00032207232531914826,0.0005355715103949921,0.0,1.2277086240707166e-05,0.0005405305058616124,-4.958995466620297e-06,-0.00019350718910682296,0.006426858124739905,0.006423714506981884,0.018348623853211024,0.006382939396719297,0.0,5508.0,0.0,5508.0,10284340.920109374,10293287.483444294,0.0003343494115598555,0.01645279797893262,0.020422359094484088,,0.001466432991165778,0.0013594902801146928
2018-07-20,2018-07-27,0.006069148658684734,0.006224712899078128,0.0005331629966448416,-0.0006759745136032889,-1.275272343494692e-05,-0.00013329074916121792,-9.520767797229314e-06,-0.00020302611456701758,0.0063979559597381,0.006423714506981884,0.035087719298245446,0.006387432689104533,0.0,5488.000000000001,-6958.000000000078,-1470.0000000000773,10293287.483444294,10355758.975367896,0.005535985662039893,0.02977263419463072,0.005806136351354851,,0.0011441647597254523,0.0013594902801146928
2018-07-27,2018-08-03,0.0074709875435601545,0.007750591617803023,0.0005373821477727372,-0.0008188680347013254,1.881812685718652e-06,-0.0002789269243201465,-2.5589626084416932e-06,-0.0002055845576393045,0.0064485857732728465,0.006423714506981884,0.009478672985781998,0.006397700461102755,0.0,5565.0,-8480.00000000012,-2915.00000000012,10355758.975367896,10433126.721676981,0.006933605395787417,0.021115968451336675,0.015221596815614413,,0.002060976476440768,0.0013594902801146928
2018-08-03,2018-08-10,-0.0010108974045942535,-0.0015523107452182457,0.0005348348725034073,0.0,6.57846812058497e-06,0.0005405857851109708,-5.750912607563519e-06,-0.00021133428794806175,0.0064180184700408874,0.006423714506981884,0.021276595744680753,0.006395017347406249,0.0,5580.0,0.0,5580.0,10433126.721676981,10422579.900952235,-0.0015457322770976608,0.014467217950416167,0.03115804214360418,,0.0014104372355430161,0.0013594902801146928
2018-08-10,2018-08-17,0.006777503971964698,0.006713550682349575,0.0005310585337411813,-0.00045766019980947423,-9.445044316584543e-06,8.203343204131972e-05,-8.635098109612703e-06,-0.00021996756116537952,0.0063727024048941755,0.006423714506981884,0.03200000000000003,0.006385450297877799,0.0,5535.0,-4770.00000000001,764.99999999999,10422579.900952235,10493218.977629058,0.006246445438223516,0.01256084780648492,0.04270745152803257,,0.0029665206950133527,0.0013594902801146928
2018-08-17,2018-08-24,0.008236082377948253,0.008599228479445246,0.0005290083063961988,-0.0008778049919321488,-1.4349415961043693e-05,-0.0003429834074436841,-5.8132780922659205e-06,-0.00022577956052505233,0.006348099676754385,0.006423714506981884,0.021739130434782625,0.006378910505414132,0.0,5551.0,-9210.999999999945,-3659.9999999999454,10493218.977629058,10579641.99353866,0.007707074071552055,0.013273773809155065,0.03467003084947606,,0.0032975513926891686,0.0013594902801146928
2018-08-24,2018-08-31,0.009106932781785898,0.009744011053131142,0.0005359349591850894,-0.001179056910207198,6.0436796768641166e-06,-0.0006405698797878937,-2.5520712342147975e-06,-0.00022833105555375433,0.006431219510221072,0.006423714506981884,0.009478672985781998,0.006387982074044285,0.0,5670.0,-12474.000000000013,-6804.000000000013,10579641.99353866,10675990.082029177,0.008570997822600809,0.014043275402498834,0.02871366047890067,,0.0017042885464852997,0.0013594902801146928
2018-08-31,2018-09-07,-0.008806280585562685,-0.009339807551193713,0.0005311919509503814,0.0,2.335014680646466e-06,0.0005386385670851998,-7.44661613481843e-06,-0.00023577597139490258,0.006374303411404577,0.006423714506981884,0.027649769585253482,0.006388387437964225,0.0,5671.0,0.0,5671.0,10675990.082029177,10581974.317838144,-0.009337472536513066,0.024313575284156785,0.037179822209417734,,0.0023767696600185406,0.0013594902801146928
2018-09-07,2018-09-14,0.010909672848106499,0.011410871968201064,0.0005386518459406437,-0.0010342115442060341,-5.639421829174013e-06,-0.000493764192112255,-1.795506153135479e-06,-0.00023757105421073899,0.006463822151287725,0.006423714506981884,0.006644518272425255,0.0064007901171688674,0.0,5700.0,-10943.999999999982,-5243.999999999982,10581974.317838144,10697420.195732823,0.010371021002165855,0.00845835204605061,0.021844400107063233,,0.0013908205841446364,0.0013594902801146928
2018-09-14,2018-09-21,0.0038520986281858085,0.0038180484781765566,0.0005350822810796281,-0.0004997466587441855,-1.2854723261909208e-06,4.290754140732416e-05,-7.5719190718816145e-06,-0.0002451411744137655,0.0064209873729555375,0.006423714506981884,0.027906976744186067,0.006410070217315892,0.0,5724.0,-5346.000000000049,377.9999999999509,10697420.195732823,10738627.713393932,0.0033170163471061805,0.011132531919897826,0.025332144534075063,,0.0004125412541253759,0.0013594902801146928
2018-09-21,2018-09-28,-0.003815324041202509,-0.004351788893678918,0.0005345189490870132,0.0,1.9459033893955667e-06,0.0005421549340739705,-7.63598498695733e-06,-0.00025277528750644596,0.006414227389044158,0.006423714506981884,0.028169014084507067,0.006408858238360563,0.0,5740.0,0.0,5740.0,10738627.713393932,10697656.368909497,-0.004349842990289522,0.005867149639843916,0.030323376308472483,,3.424774821048082e-05,0.0013594902801146928
2018-09-28,2018-10-05,-0.009422327705450049,-0.009980604923996265,0.0005384356910865297,0.0,1.9841527459686648e-05,0.0005429226551789173,-4.4869640923877464e-06,-0.0002572611174052053,0.006461228293038356,0.006423714506981884,0.016528925619834725,0.006414834044782644,0.0,5760.0,0.0,5760.0,10697656.368909497,10596859.544921337,-0.009960763396536579,0.010931991289786724,0.019482809966730574,,0.0009631260319207247,0.0013594902801146928
2018-10-05,2018-10-12,-0.04071301326366074,-0.04126294491492868,0.0005308176423547903,0.0,1.9114008913148628e-05,0.0005355360213979439,-4.7183790431536915e-06,-0.0002619782825928896,0.0063698117082574834,0.006423714506981884,0.017621145374449355,0.006410080176742442,0.0,5625.0,0.0,5625.0,10596859.544921337,10165429.461715804,-0.04124383090601553,-0.009400458145188972,0.0016274228743460295,,0.0006253908692932519,0.0013594902801146928
2018-10-12,2018-10-19,0.0015908106250883578,0.001087744347269994,0.0005435087637770539,-4.1808366444388766e-05,1.3658804856985906e-06,0.0005075535686348796,-5.853171302214428e-06,-0.000267829920491347,0.006522105165324647,0.006423714506981884,0.021308980213089752,0.006420425943874653,0.0,5525.0,-425.0,5100.0,10165429.461715804,10181600.734912088,0.001047301861311304,-0.053377234687370434,-0.04782325727079828,,0.00018119224497192832,0.0013594902801146928
2018-10-19,2018-10-26,-0.038997595238956226,-0.03955039633050761,0.0005308595515306925,0.0,2.1941540020692374e-05,0.000535377505160741,-4.517953630048536e-06,-0.00027234666407827124,0.00637031461836831,0.006423714506981884,0.016877637130801704,0.006413903347632609,0.0,5405.0,0.0,5405.0,10181600.734912088,9784542.790567327,-0.03952845479048692,-0.04824006457126595,-0.037835433247191075,,0.002714932126696823,0.0013594902801146928
2018-10-26,2018-11-02,0.02452564753292886,0.02473727038326585,0.0005396266451090717,-0.0007223638499300964,-2.8885645515966396e-05,-0.00017660508385387622,-6.13212096714854e-06,-0.00027847711498274474,0.0064755197413088605,0.006423714506981884,0.02247191011235947,0.006418695120238273,0.0,5280.000000000001,-7067.999999999984,-1787.9999999999827,9784542.790567327,10024515.038319642,0.023986020887819787,-0.07665636700293166,-0.08533622017854736,,0.0025251573512230507,0.0013594902801146928
2018-11-02,2018-11-09,0.021139169526682492,0.02160103657374662,0.0005291029022077343,-0.0009768053579219697,-1.4164591349893202e-05,-0.00044176700649075105,-5.9354492234842906e-06,-0.000284410911319366,0.006349234826492812,0.006423714506981884,0.02218700475435811,0.006416739488704827,0.0,5304.0,-9791.999999999985,-4487.999999999985,10024515.038319642,10236424.961137459,0.020610066624474756,-0.01386212200152126,-0.06649943494955146,,0.0004045753797492502,0.0013594902801146928
2018-11-09,2018-11-16,-0.013989680342100986,-0.014516520071559014,0.0005232295474576358,0.0,3.6101820003915652e-06,0.000528309445976642,-5.079898519006173e-06,-0.00028948936505990286,0.00627875456949163,0.006423714506981884,0.019230769230769246,0.006410960729766264,0.0,5356.0,0.0,5356.0,10236424.961137459,10093220.648085242,-0.014512909889558622,0.005384637214989274,-0.04311518260322056,,0.000864055299539146,0.0013594902801146928
2018-11-16,2018-11-23,-0.037720723033176314,-0.03830656768060562,0.0005397682454344764,0.0,4.607640199483232e-05,0.0005457128296352966,-5.9445842008202244e-06,-0.0002954322283668098,0.006477218945213716,0.006423714506981884,0.021786492374727594,0.006414794016015651,0.0,5448.0,0.0,5448.0,10093220.648085242,9712497.067506082,-0.03826049127861079,0.031547499369668275,-0.04752718432296943,,0.0009863734336754693,0.0013594902801146928
2018-11-23,2018-11-30,0.04496545254390869,0.047129120630185296,0.0005436295077673333,-0.002638868235620592,-6.842935842334141e-05,-0.0020895759204806823,-5.662807372576295e-06,-0.00030109336276362697,0.0065235540932079995,0.006423714506981884,0.02061855670103104,0.006427231572832603,0.0,5280.0,-25629.99999999995,-20349.99999999995,9712497.067506082,10149223.89347788,0.04442182303614136,-0.03112549281644461,-0.04455614943918684,,0.002849002849002913,0.0013594902801146928
2018-11-30,2018-12-07,-0.04322921225022203,-0.04384752446268481,0.0005438839519095915,0.0,7.442826055319152e-05,0.0005468398429525784,-2.95589104298691e-06,-0.0003040483638073743,0.006526607422915098,0.006423714506981884,0.01081081081081082,0.00643246367880155,0.0,5520.0,0.0,5520.0,10149223.89347788,9710480.9396117,-0.04377309620213162,-0.008518703354993384,-0.0031799362671127707,,0.0012697261019409822,0.0013594902801146928
2018-12-07,2018-12-14,-0.011234486946640745,-0.011767923339888544,0.0005392111917588889,0.0,-5.77479851109064e-06,0.0005442572857994134,-5.046094040524455e-06,-0.00030909292359126983,0.0064705343011066665,0.006423714506981884,0.01854304635761585,0.006436592589480812,0.0,5236.0,0.0,5236.0,9710480.9396117,9601388.668250028,-0.011773698138399635,-0.03792047373363938,-0.007569270485180635,,0.0016314451568844035,0.0013594902801146928
2018-12-14,2018-12-21,-0.07536389857973871,-0.07594135869149622,0.0005283610710162634,0.0,4.909904074124061e-05,0.0005382554730952195,-9.89440207895615e-06,-0.0003189842673806398,0.0063403328521951605,0.006423714506981884,0.03676470588235298,0.0064304347114100616,0.0,5073.0,0.0,5073.0,9601388.668250028,8877790.58643138,-0.07589225965075498,-0.011439735681133545,-0.04220916108681305,,0.002034783276384955,0.0013594902801146928
2018-12-21,2018-12-28,0.028831919742254537,0.02930552699376996,0.0005447301277179522,-0.0009884216027140262,-2.9915776519347237e-05,-0.00043636983349448863,-7.321641501585379e-06,-0.00032630357339380467,0.006536761532615426,0.006423714506981884,0.026525198938991947,0.006436729148041484,0.0,4836.0,-8775.0,-3939.0,8877790.58643138,9133754.332107913,0.028287189614536586,-0.12527394413513238,-0.13272547592192852,,0.0012463647694225255,0.0013594902801146928
2018-12-28,2019-01-04,0.018619264887389013,0.018738227064628226,0.0005163265650162969,-0.000576761735476218,-5.8527006779295065e-05,-5.189541811232322e-05,-8.539752347597786e-06,-0.0003348405391897513,0.006195918780195563,0.006423714506981884,0.03254067584480587,0.00642223807070299,0.0,4716.0,-5267.999999999984,-551.9999999999836,9133754.332107913,9303818.123433767,0.018102938322372718,-0.05939217749258552,-0.09506047171963361,,0.0010090817356205317,0.0013594902801146928
2019-01-04,2019-01-11,0.025404917337777843,0.026124529059065198,0.0005417130830734559,-0.0012854937447536808,2.4168940392869237e-05,-0.000737331696405541,-6.448965274683998e-06,-0.00034128734508942493,0.006500556996881471,0.006423714506981884,0.023529411764705906,0.006420442389999392,0.0,5040.0,-11960.000000000036,-6920.000000000036,9303818.123433767,9540180.853785321,0.024863204254704386,-0.030992448602801703,-0.042077638863808,,0.0024168944886882038,0.0013594902801146928
2019-01-11,2019-01-18,0.027504714873955866,0.028897724943807376,0.0005257761961619175,-0.0018766939824726762,-4.2092283540753894e-05,-0.0013458864351513144,-5.031351159444186e-06,-0.00034631697911247095,0.00630931435394301,0.006423714506981884,0.018957345971564,0.006415359034630617,0.0,5016.0,-17903.99999999995,-12887.999999999949,9540180.853785321,9802580.80801466,0.026978938677793947,0.07461206264161313,-0.06000882886069181,,7.722604062077032e-05,0.0013594902801146928
2019-01-18,2019-01-25,-0.0019864728356945157,-0.0025533440331260175,0.0005353692157997002,0.0,3.150198163180164e-05,0.0005451625551131094,-9.793339313409151e-06,-0.00035610692682619405,0.006424430589596403,0.006423714506981884,0.035928143712574884,0.006411101605321247,0.0,5248.0,0.0,5248.0,9802580.80801466,9783108.247519838,-0.002521842051494216,0.07322580086872033,0.00948458361390303,,0.0020265705922091204,0.0013594902801146928
2019-01-25,2019-02-01,0.015619850298427631,0.016112077439186072,0.0005298929408569327,-0.0009960024721662722,-2.611760944910141e-05,-0.00045874990713077094,-7.359624178568603e-06,-0.00036346393019159873,0.0063587152902831925,0.006423714506981884,0.027397260273972622,0.006411891643970445,0.0,5184.0,-9744.000000000005,-4560.0000000000055,9783108.247519838,9935918.93379941,0.015089957357570698,0.05151542277883414,0.018926385083307906,,0.0008277522763189271,0.0013594902801146928
2019-02-01,2019-02-08,0.0020659072769214897,0.0015189895952101116,0.0005325123962114259,0.0,1.4405285499952125e-05,0.0005362362591219953,-3.723862910569412e-06,-0.00036718643961231034,0.006390148754537112,0.006423714506981884,0.013888888888888902,0.006421174492724235,0.0,5291.0,0.0,5291.0,9935918.93379941,9956445.621027648,0.001533394880710064,0.04148119266073125,0.11918825264759558,,0.0034807079908167893,0.0013594902801146928
2019-02-08,2019-02-15,0.02390875589704742,0.02552459151675756,0.0005269952952807304,-0.0021112956169422985,-3.1535298048571136e-05,-0.0015776714500228169,-6.628871638751325e-06,-0.0003738128772192706,0.006323943543368764,0.006423714506981884,0.024844720496894297,0.006408401542570489,0.0,5247.0,-21021.000000000015,-15774.000000000015,9956445.621027648,10194491.848983025,0.02338176060176669,0.01569635752323384,0.09007153674231483,,0.001959551891152378,0.0013594902801146928
2019-02-15,2019-02-22,0.006476111313292157,0.006384736777248638,0.0005279321500008746,-0.0004361178630441956,-4.397509131602931e-07,9.755267989147113e-05,-5.7383929347921155e-06,-0.0003795491250688787,0.0063351858000104955,0.006423714506981884,0.02150537634408604,0.00639270418480403,0.0,5382.0,-4445.999999999947,936.0000000000528,10194491.848983025,10260512.512979489,0.005948179163291282,0.04205039861104254,0.09573206545234325,,0.002271334318779905,0.0013594902801146928
2019-02-22,2019-03-01,0.004924724362741796,0.0045879652811102725,0.0005348660696098478,-0.00020057477610370048,2.4677881253765133e-06,0.00033906688341337794,-4.775589907230694e-06,-0.0003843229024050876,0.006418392835318173,0.006423714506981884,0.017699115044247607,0.006383686302504288,0.0,5488.000000000001,-2058.000000000078,3429.9999999999227,10260512.512979489,10311042.708926376,0.004389858293131948,0.032668702446423614,0.07550503184731094,,0.0030808913090205614,0.0013594902801146928
2019-03-01,2019-03-08,-0.020699300890485627,-0.021265261211199954,0.0005376759806455366,0.0,2.828434006878905e-05,0.0005419432503331996,-4.267269687662989e-06,-0.00038858853208323385,0.006452111767746439,0.006423714506981884,0.015748031496063006,0.006382151091390935,0.0,5544.0,0.0,5544.0,10311042.708926376,10097611.33339966,-0.021236976871131165,0.03561482695690432,0.05187020753718197,,0.0020683260823051164,0.0013594902801146928
2019-03-08,2019-03-15,0.02353519173238199,0.024971508424021894,0.0005372557747450468,-0.0019371908220807124,-3.638164430424043e-05,-0.0013937949813385793,-6.140065997086249e-06,-0.00039472621212111036,0.006447069296940562,0.006423714506981884,0.022598870056497196,0.006391045795119718,0.0,5425.0,-19561.000000000007,-14136.000000000007,10097611.33339966,10335260.552170295,0.022997935957636943,-0.009503221643463178,0.03214756270938279,,0.00196749981782407,0.0013594902801146928
